"","coast","site","site_full","treatment","transect.point","weight_fresh_c_mean","weight_fresh_c_se","weight_dry_c_mean","weight_dry_c_se","dry_bulk_density_g_cm3_mean","dry_bulk_density_g_cm3_se","vwc_mean","vwc_se","om_mean","om_se","om_prozent_mean","om_prozent_se","om.density_mean","om.density_se","c_oc_mean","c_oc_se","c_13c_oc_mean","c_13c_oc_se","n_oc_mean","n_oc_se","n_15n_oc_mean","n_15n_oc_se","c_total_mean","c_total_se","c_13c_total_mean","c_13c_total_se","n_total_mean","n_total_se","n_15n_total_mean","n_15n_total_se","c_ic_mean","c_ic_se","oc_carbon_density_mean","oc_carbon_density_se","oc_carbon_density_neu_mean","oc_carbon_density_neu_se","conductivity_mS.cm_mean","conductivity_mS.cm_se","conductivity_S.m_mean","conductivity_S.m_se","pH_mean","pH_se","weight_fresh_abm_mean","weight_fresh_abm_se","weight_dry_abm_mean","weight_dry_abm_se","weight_fresh_bbm_mean","weight_fresh_bbm_se","weight_dry_bbm_mean","weight_dry_bbm_se","abm_kg_m2_mean","abm_kg_m2_se","bbm_kg_m2_mean","bbm_kg_m2_se","bbm_oc_mean","bbm_oc_se","bbm_oc_storage_mean","bbm_oc_storage_se","bbm_13c_mean","bbm_13c_se","bbm_n_mean","bbm_n_se","bbm_15n_mean","bbm_15n_se","weight_fresh_c_1","weight_fresh_c_2","weight_fresh_c_3","weight_fresh_c_4","weight_fresh_c_5","weight_dry_c_1","weight_dry_c_2","weight_dry_c_3","weight_dry_c_4","weight_dry_c_5","dry_bulk_density_g_cm3_1","dry_bulk_density_g_cm3_2","dry_bulk_density_g_cm3_3","dry_bulk_density_g_cm3_4","dry_bulk_density_g_cm3_5","vwc_1","vwc_2","vwc_3","vwc_4","vwc_5","om_1","om_2","om_3","om_4","om_5","om_prozent_1","om_prozent_2","om_prozent_3","om_prozent_4","om_prozent_5","om.density_1","om.density_2","om.density_3","om.density_4","om.density_5","c_oc_1","c_oc_2","c_oc_3","c_oc_4","c_oc_5","c_13c_oc_1","c_13c_oc_2","c_13c_oc_3","c_13c_oc_4","c_13c_oc_5","n_oc_1","n_oc_2","n_oc_3","n_oc_4","n_oc_5","n_15n_oc_1","n_15n_oc_2","n_15n_oc_3","n_15n_oc_4","n_15n_oc_5","c_total_1","c_total_2","c_total_3","c_total_4","c_total_5","c_13c_total_1","c_13c_total_2","c_13c_total_3","c_13c_total_4","c_13c_total_5","n_total_1","n_total_2","n_total_3","n_total_4","n_total_5","n_15n_total_1","n_15n_total_2","n_15n_total_3","n_15n_total_4","n_15n_total_5","c_ic_1","c_ic_2","c_ic_3","c_ic_4","c_ic_5","oc_carbon_density_1","oc_carbon_density_2","oc_carbon_density_3","oc_carbon_density_4","oc_carbon_density_5","oc_carbon_density_neu_1","oc_carbon_density_neu_2","oc_carbon_density_neu_3","oc_carbon_density_neu_4","oc_carbon_density_neu_5","conductivity_mS.cm_1","conductivity_mS.cm_2","conductivity_mS.cm_3","conductivity_mS.cm_4","conductivity_mS.cm_5","conductivity_S.m_1","conductivity_S.m_2","conductivity_S.m_3","conductivity_S.m_4","conductivity_S.m_5","pH_1","pH_2","pH_3","pH_4","pH_5"
"30","North Sea","NES","Nessmersiel (NES)","Not grazed","3",137.6226,24.8009193377987,83.46918,15.9155215123288,0.8346918,0.159155215123288,0.3268280412,0.0578580996843944,10.4941137,1.62434801863314,13.5,1.35092560861063,0.104941137,0.0162434801863314,2.48333333333333,0.613442019355628,-24.1666666666667,0.351962750554342,0.253333333333333,0.0589726867098471,8.44,0.242693221990232,4.27666666666667,0.844597208404364,-16.4666666666667,1.34640674059183,0.283333333333333,0.0788106027835793,9.02333333333333,0.326870684590167,1.79333333333333,0.257055981797308,1.54037725,0.309139195127577,0.0154037726666667,0.00309139207178828,5.86666666666667,1.19668059416222,0.586666666666667,0.119668059416222,7.939,0.0511175116765281,219.8104,0,72.9029,0,12.23253,0,2.150533,0,0.810032222,0,1.095533877,0,40.17,0,0.4400759583909,0,-26.31,0,1.76,0,6.74,0,46.5626,135.2626,181.3626,183.1626,141.7626,25.525,78.1085,105.1555,117.3831,91.1738,0.25525,0.781085,1.051555,1.173831,0.911738,0.115325334,0.330041048,0.44185492,0.421559949,0.325358955,4.5945,11.3257325,14.1959925,12.3252255,10.029118,18,14.5,13.5,10.5,11,0.045945,0.113257325,0.141959925,0.123252255,0.10029118,3.71,5.01861111111111,1.89,3.23590909090909,1.85,-24.87,NA,-23.79,NA,-23.84,0.37,NA,0.21,NA,0.18,8.01,NA,8.85,NA,8.46,5.94,NA,3.7,NA,3.19,-18.65,NA,-14.01,NA,-16.74,0.44,NA,0.22,NA,0.19,8.37,NA,9.33,NA,9.37,2.23,NA,1.81,NA,1.34,0.9469775,NA,1.98743895,NA,1.6867153,0.009469775,NA,0.01987439,NA,0.016867153,7.74,NA,6.22,NA,3.64,0.774,NA,0.622,NA,0.364,7.849,NA,8.026,NA,7.942
"31","North Sea","NES","Nessmersiel (NES)","Not grazed","4",157.0826,14.1031344033871,87.28544,7.39740617484264,0.8728544,0.0739740617484264,0.3875733378,0.0353761219062205,12.231461,1.00760286414955,14.1,0.578791845139511,0.12231461,0.0100760286414955,2.95,0.541510233821424,-22.2333333333333,1.75712201562037,0.3,0.0404145188432738,8.34,0.0964365076099295,4.71333333333333,0.659048135149812,-17.7233333333333,1.4318907469186,0.346666666666667,0.0569600249687836,9.16333333333333,0.101707642015949,1.76333333333333,0.170228604464049,2.32868311,0.0139918073318651,0.0232868313333333,0.000139918183661421,5.37,0.556506963119061,0.537,0.0556506963119061,7.91466666666667,0.0304922576694114,205.6104,0,66.6395,0,16.63253,0,2.691833,0,0.740438889,0,1.371285278,0,38.7,0,0.530687402586,0,-26.19,0,1.76,0,6.96,0,103.4626,154.4626,181.0626,173.7626,172.6626,58.4725,89.0469,99.0543,96.6383,93.2152,0.584725,0.890469,0.990543,0.966383,0.932152,0.25426421,0.377118169,0.448644543,0.428927815,0.428911952,9.0632375,10.685628,14.3628735,13.529362,13.516204,15.5,12,14.5,14,14.5,0.090632375,0.10685628,0.143628735,0.13529362,0.13516204,4.03,5.05655172413793,2.34,4.65379310344828,2.48,-24.96,NA,-22.79,NA,-18.95,0.38,NA,0.27,NA,0.25,8.16,NA,8.37,NA,8.49,6.02,NA,4.21,NA,3.91,-20.19,NA,-15.23,NA,-17.75,0.46,NA,0.3,NA,0.28,9,NA,9.14,NA,9.35,1.99,NA,1.87,NA,1.43,2.35644175,NA,2.31787062,NA,2.31173696,0.023564418,NA,0.023178706,NA,0.02311737,4.36,NA,5.47,NA,6.28,0.436,NA,0.547,NA,0.628,7.904,NA,7.972,NA,7.868
"32","North Sea","NES","Nessmersiel (NES)","Not grazed","5",157.7026,25.2467146377504,99.13086,20.3080692281566,0.9913086,0.203080692281566,0.3572140356,0.0530367234951442,8.8441801,1.71627828138259,11.2,2.87923600977759,0.088441801,0.0171627828138259,2.52666666666667,1.22205200834953,-24.7866666666667,0.48570681600232,0.243333333333333,0.12142670400058,8.35666666666667,0.201190898844301,4.09333333333333,1.6485785122678,-17.62,1.61397025994905,0.29,0.147986485869487,8.5,0.321869538788622,1.56666666666667,0.434063487419883,1.51672944666667,0.512092960297355,0.0151672946666667,0.00512092941852851,4.77333333333333,1.29904238233828,0.477333333333333,0.129904238233828,7.92333333333333,0.0437619824860703,152.0104,0,37.8006,0,15.23253,0,2.258733,0,0.420006667,0,1.150653591,0,42.37,0,0.4875319265067,0,-26.51,0,1.8,0,7.39,0,61.3626,161.0626,201.3626,195.2626,169.4626,29.5824,90.9782,152.5031,121.3042,101.2864,0.295824,0.909782,1.525031,1.213042,1.012864,0.153209706,0.395880394,0.370040177,0.45945637,0.407483531,6.064392,9.552711,3.8125775,12.13042,12.6608,20.5,10.5,2.5,10,12.5,0.06064392,0.09552711,0.038125775,0.1213042,0.126608,4.69,4.33419512195122,0.46,3.784,2.43,-25.6,NA,-24.84,NA,-23.92,0.46,NA,0.04,NA,0.23,8.3,NA,8.73,NA,8.04,6.92,NA,1.21,NA,4.15,-20.59,NA,-15.04,NA,-17.23,0.56,NA,0.05,NA,0.26,8.76,NA,7.86,NA,8.88,2.23,NA,0.75,NA,1.72,1.38741456,NA,0.70151426,NA,2.46125952,0.013874146,NA,0.007015143,NA,0.024612595,7.02,NA,2.52,NA,4.78,0.702,NA,0.252,NA,0.478,7.842,NA,7.992,NA,7.936
"33","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",157.2026,22.1930529670886,79.40248,20.5289816975027,0.7940248,0.205289816975027,0.365737211,0.059559494811533,13.0942245,1.60187736598448,23.5,7.60756202735147,0.130942245,0.0160187736598448,15.12,6.01307187162546,-27.4666666666667,0.736757158846191,0.796666666666667,0.155062711328173,3.52,0.52373657500694,16.4933333333333,6.76312140295523,-27.4933333333333,0.679763030605355,0.853333333333333,0.157726908857613,3.78333333333333,0.497504885514817,1.37333333333333,0.820697535298142,6.17401350333333,1.51546168922344,0.0617401353333333,0.0151546167654242,13.6833333333333,2.60128387104864,1.36833333333333,0.260128387104864,6.446,0.130829405461209,151.599,0,22.3051,0,116.2325,0,19.03803,0,0.247834444,0,9.698436067,0,33.83,0,3.2809809214661,0,-27.81,0,1.28,0,3.33,0,93.4626,207.7626,186.6626,182.4626,115.6626,29.8387,134.0435,93.4645,105.9277,33.738,0.298387,1.340435,0.934645,1.059277,0.33738,0.203124508,0.475618142,0.46665555,0.444319325,0.23896853,8.95161,10.0532625,16.3562875,13.2409625,16.869,30,7.5,17.5,12.5,50,0.0895161,0.100532625,0.163562875,0.132409625,0.16869,12.58,5.80642857142857,6.21,11.0782142857143,26.57,-27.7,NA,-26.09,NA,-28.61,0.91,NA,0.49,NA,0.99,4.29,NA,3.75,NA,2.52,12.95,NA,6.96,NA,29.57,-27.69,NA,-26.23,NA,-28.56,0.93,NA,0.55,NA,1.08,4.33,NA,4.23,NA,2.79,0.37,NA,0.75,NA,3,3.75370846,NA,5.80414545,NA,8.9641866,0.037537085,NA,0.058041455,NA,0.089641866,12.44,NA,9.93,NA,18.68,1.244,NA,0.993,NA,1.868,6.511,NA,6.633,NA,6.194
"34","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",208.9826,26.760967844979,139.5427,23.638243790413,1.395427,0.23638243790413,0.4482400114,0.0511225679083348,8.0040374,1.85527326991261,6.5,1.72481883106603,0.080040374,0.0185527326991261,2.31,1.10572751314839,-26.7533333333333,0.426197658891322,0.19,0.0888819441731559,4.37666666666667,0.672119367705205,3.11666666666667,1.47803172421223,-25.65,0.517300686255103,0.23,0.130511813003013,5.50333333333333,1.09833712695349,0.806666666666667,0.372931331182803,2.48818049666667,1.08946504079934,0.024881805,0.0108946502970693,3.18666666666667,0.651673060497193,0.318666666666667,0.0651673060497193,7.48666666666667,0.0502073478464834,177.899,0,33.6588,0,78.63253,0,13.10583,0,0.373986667,0,6.676428935,0,41,0,2.73733586335,0,-28.02,0,1.2,0,1.18,0,121.0626,220.4626,275.1626,245.9626,182.2626,72.7805,167.2937,208.3429,144.2806,105.0158,0.727805,1.672937,2.083429,1.442806,1.050158,0.290262672,0.403461721,0.505933949,0.596462225,0.44507949,4.7307325,5.018811,5.2085725,12.985254,12.076817,6.5,3,2.5,9,11.5,0.047307325,0.05018811,0.052085725,0.12985254,0.12076817,1.76,1.68830769230769,0.73,6.10278260869565,4.44,-27.58,NA,-26.52,NA,-26.16,0.15,NA,0.06,NA,0.36,3.44,NA,5.68,NA,4.01,2.43,NA,0.97,NA,5.95,-26.31,NA,-24.63,NA,-26.01,0.17,NA,0.04,NA,0.48,4.4,NA,7.7,NA,4.41,0.67,NA,0.24,NA,1.51,1.2809368,NA,1.52090317,NA,4.66270152,0.012809368,NA,0.015209032,NA,0.046627015,2.53,NA,2.54,NA,4.49,0.253,NA,0.254,NA,0.449,7.497,NA,7.568,NA,7.395
"35","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",240.4626,27.2111374256939,193.10596,26.4871159180761,1.9310596,0.264871159180761,0.3711923796,0.0352412313712057,3.8237162,0.741750253872043,2.5,1.02469507659596,0.038237162,0.00741750253872043,0.913333333333333,0.755917397015779,-28.48,0.77880249956798,0.0733333333333333,0.0589726867098471,-24.3433333333333,26.6909630982307,1.48666666666667,1.0870806982209,-22.2766666666667,3.56539073750846,0.0966666666666667,0.107289846262874,5.95,2.45406465549165,0.573333333333333,0.331176354496781,0.991893586666667,0.670364242736049,0.00991893566666667,0.00670364246725098,0.864333333333333,0.178741277953483,0.0864333333333333,0.0178741277953483,6.64333333333333,0.438418876317057,232.6979,0,54.993,0,47.43253,0,7.738333,0,0.611033333,0,3.942095262,0,37.01,0,1.4589694564662,0,-28.93,0,1.78,0,0.08,0,143.5626,250.9626,278.4626,301.3626,227.9626,93.3642,214.5626,218.2626,247.7626,191.5778,0.933642,2.145626,2.182626,2.477626,1.915778,0.326459221,0.311204882,0.471855413,0.440667666,0.305774716,6.068673,4.291252,4.365252,2.477626,1.915778,6.5,2,2,1,1,0.06068673,0.04291252,0.04365252,0.02477626,0.01915778,2.41,1.09153846153846,0.35,0.155,-0.02,-28.22,NA,-27.28,NA,-29.94,0.19,NA,0.03,NA,0,0.65,NA,4.01,NA,-77.69,3.64,NA,0.67,NA,0.15,-27.92,NA,-23.23,NA,-15.68,0.31,NA,0.01,NA,-0.03,1.06,NA,8.03,NA,8.76,1.23,NA,0.32,NA,0.17,2.25007722,NA,0.7639191,NA,-0.03831556,0.022500772,NA,0.007639191,NA,-0.000383156,0.943,NA,1.127,NA,0.523,0.0943,NA,0.1127,NA,0.0523,6.22,NA,6.19,NA,7.52
"36","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",165.0626,13.0679378633356,61.44658,13.5634401092201,0.6144658,0.135634401092201,0.3653822856,0.0555063717007234,18.0518473,1.76706067904612,36.3,8.31955527657579,0.180518473,0.0176706067904612,19.6666666666667,7.67027234052206,-27.6933333333333,0.682405874665348,1.18666666666667,0.334132375630445,2.48666666666667,0.61925582579236,21.2266666666667,7.73358979459805,-27.6333333333333,0.627968505933574,1.20666666666667,0.273881564021953,2.78666666666667,0.668389440703879,1.56,0.354729944229879,7.18255274666667,1.59369797246458,0.0718255276666667,0.0159369796246705,22.8033333333333,4.9982674776144,2.28033333333333,0.49982674776144,6.62866666666667,0.202621431355235,210.799,0,26.0699,0,82.73253,0,11.09893,0,0.289665556,0,5.654065206,0,40.68,0,2.3000737258008,0,-27.62,0,1.55,0,2.56,0,124.5626,187.4626,193.3626,174.4626,145.4626,28.2634,91.8993,88.3102,67.2404,31.5196,0.282634,0.918993,0.883102,0.672404,0.315196,0.218504014,0.468477466,0.479782463,0.413249809,0.246897676,13.425115,14.2443915,21.194448,21.85313,19.542152,47.5,15.5,24,32.5,62,0.13425115,0.142443915,0.21194448,0.2185313,0.19542152,19.77,10.5393881578947,6.33,25.8178427419355,32.9,-28.32,NA,-26.33,NA,-28.43,1.56,NA,0.52,NA,1.48,2.71,NA,3.43,NA,1.32,20.63,NA,8.14,NA,34.91,-28.19,NA,-26.38,NA,-28.33,1.38,NA,0.67,NA,1.57,3.44,NA,3.47,NA,1.45,0.86,NA,1.81,NA,2.01,5.58767418,NA,5.59003566,NA,10.3699484,0.055876742,NA,0.055900357,NA,0.103699484,24,NA,13.61,NA,30.8,2.4,NA,1.361,NA,3.08,6.586,NA,6.999,NA,6.301
"37","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",140.1826,15.4537503538785,45.0448,10.773661496121,0.450448,0.10773661496121,0.2884326448,0.0469733472560232,18.1827501,2.66750852662547,47.9,10.8551830938036,0.181827501,0.0266750852662547,22.7466666666667,8.54191495574096,-28.23,0.0493288286231619,0.96,0.137961347243832,1.82666666666667,0.793228284361514,20.14,9.98422255360927,-21.8133333333333,6.32190460049642,1.08333333333333,0.0698410894658565,1.83666666666667,0.77923751906021,-2.60666666666667,3.45950060622114,7.91812704,2.29175010545621,0.0791812706666667,0.0229175009734133,27.8666666666667,6.45092585947509,2.78666666666667,0.645092585947509,5.61933333333333,0.0431907911995652,267.8979,0,40.9449,0,108.5325,0,16.60133,0,0.454943333,0,8.457121752,0,41.94,0,3.5469168627888,0,-27.65,0,1.8,0,2.14,0,82.0626,166.8626,165.0626,148.2626,138.6626,26.8182,79.9159,60.6834,30.8485,26.958,0.268182,0.799159,0.606834,0.308485,0.26958,0.180539657,0.416415888,0.383738336,0.244299565,0.217169778,9.252279,15.5836005,23.666526,23.136375,19.27497,34.5,19.5,39,75,71.5,0.09252279,0.155836005,0.23666526,0.23136375,0.1927497,12.58,15.0804347826087,15.94,72.3181818181818,39.72,-28.14,NA,-28.31,NA,-28.24,0.91,NA,0.75,NA,1.22,2.34,NA,2.87,NA,0.27,14.33,NA,6.5,NA,39.59,-28.04,NA,-9.17,NA,-28.23,1.04,NA,0.99,NA,1.22,2.38,NA,2.83,NA,0.3,1.75,NA,-9.44,NA,-0.13,3.37372956,NA,9.67293396,NA,10.7077176,0.033737296,NA,0.09672934,NA,0.107077176,22.6,NA,20.3,NA,40.7,2.26,NA,2.03,NA,4.07,5.665,NA,5.66,NA,5.533
"38","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",143.3626,19.2392567424004,44.8403,10.3466729382928,0.448403,0.103466729382928,0.301291023,0.0596630815703012,14.4547302,2.67056741956515,37.2,7.05088646909025,0.144547302,0.0267056741956515,17.9166666666667,3.48765601005094,-27.6466666666667,0.324157026420496,1.1,0.123423390543824,2.69,0.480555234425069,21.48,4.45630265279787,-27.6366666666667,0.306829666825821,1.26666666666667,0.202182535788277,2.9,0.320832251080426,3.56333333333333,1.60179413297853,6.62351692333333,2.24795789476109,0.0662351693333333,0.0224795790384332,16.9533333333333,3.6196746324006,1.69533333333333,0.36196746324006,6.05233333333333,0.0279424010739554,205.299,0,62.9187,0,148.6325,0,21.48923,0,0.699096667,0,10.94713704,0,40.28,0,4.409506799712,0,-26.94,0,1.11,0,2.69,0,81.2626,116.7626,175.5626,181.7626,161.4626,12.5729,30.8273,59.6303,70.3055,50.8655,0.125729,0.308273,0.596303,0.703055,0.508655,0.106276286,0.226883717,0.393767114,0.431114385,0.348413613,7.8580625,8.631644,17.292787,16.87332,21.6178375,62.5,28,29,24,42.5,0.078580625,0.08631644,0.17292787,0.1687332,0.216178375,22.02,20.4663393103448,10.98,20.8045436105477,20.75,-27.93,NA,-27,NA,-28.01,1.34,NA,0.93,NA,1.03,3.21,NA,3.13,NA,1.73,28.75,NA,13.38,NA,22.31,-27.86,NA,-27.03,NA,-28.02,1.67,NA,1.09,NA,1.04,3.26,NA,3.18,NA,2.26,6.73,NA,2.4,NA,1.56,2.76855258,NA,6.54740694,NA,10.55459125,0.027685526,NA,0.065474069,NA,0.105545913,24.1,NA,12.38,NA,14.38,2.41,NA,1.238,NA,1.438,6.012,NA,6.106,NA,6.039
"39","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",132.0026,5.21139136891483,31.23696,4.83195997071582,0.3123696,0.0483195997071582,0.232458227,0.0262264056833464,13.7576455,1.90144015745367,49.1,10.6716915247771,0.137576455,0.0190144015745367,22.8133333333333,8.98938324420041,-27.9833333333333,0.145181878269217,1.05,0.101488915650922,2.36,0.89918481600466,24.2,7.62134502565,-27.8566666666667,0.168951011966323,1.14666666666667,0.0578311719096582,2.45333333333333,0.901523402050354,1.38666666666667,1.36871391378103,5.66484839666667,1.30741703074932,0.056648484,0.013074170235993,24.99,6.62269582571931,2.499,0.662269582571931,6.228,0.199940824579007,415.6979,0,149.3184,0,105.1325,0,14.65883,0,1.659093333,0,7.467564952,0,43.07,0,3.2162802248264,0,-25.54,0,0.92,0,2.03,0,111.1626,137.5626,136.8626,137.3626,137.0626,24.2351,44.0493,41.3732,26.7192,19.808,0.242351,0.440493,0.413732,0.267192,0.19808,0.189514878,0.29944152,0.288661917,0.215218927,0.169453893,9.209338,11.2325715,13.44629,20.440188,14.45984,38,25.5,32.5,76.5,73,0.09209338,0.112325715,0.1344629,0.20440188,0.1445984,14.77,20.0408319838057,12.91,73.1024004214963,40.76,-28.18,NA,-27.7,NA,-28.07,1.12,NA,0.85,NA,1.18,2.92,NA,3.56,NA,0.6,17.31,NA,15.87,NA,39.42,-28.05,NA,-27.52,NA,-28,1.25,NA,1.05,NA,1.14,2.89,NA,3.75,NA,0.72,2.54,NA,2.96,NA,-1.34,3.57952427,NA,5.34128012,NA,8.0737408,0.035795243,NA,0.053412801,NA,0.080737408,21.1,NA,15.97,NA,37.9,2.11,NA,1.597,NA,3.79,6.625,NA,6.071,NA,5.988
"40","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",130.3826,29.9975232310936,60.23354,27.2081660778635,0.6023354,0.272081660778635,0.271015672,0.0802526081044629,9.6820165,2.06818215054364,33,11.8163022980965,0.096820165,0.0206818215054364,15.47,9.91745094937874,-27.8933333333333,0.168259059521653,0.933333333333333,0.644834173343125,2.13666666666667,0.594035165438695,16.06,9.98034568539587,-27.7966666666667,0.199694210676669,0.95,0.641274772101112,2.36333333333333,0.694174169627319,0.59,0.760021929508178,3.42663301,0.761831533174423,0.03426633,0.00761831561138027,13.38,6.48805826114409,1.338,0.648805826114408,6.042,0.303549556635047,314.9979,0,96.7396,0,173.9325,0,22.95473,0,1.074884444,0,11.69369842,0,43.44,0,5.079742593648,0,-26.92,0,1.26,0,1.05,0,60.6626,74.8626,131.3626,158.3626,226.6626,6.4292,14.3583,50.6465,71.596,158.1377,0.064292,0.143583,0.506465,0.71596,1.581377,0.057478146,0.116044446,0.31119877,0.39227327,0.478083728,4.886192,5.456154,10.8889975,16.1091,11.069639,76,38,21.5,22.5,7,0.04886192,0.05456154,0.108889975,0.161091,0.11069639,34.82,34.3244186046512,9.57,16.5079734219269,2.02,-27.56,NA,-28.1,NA,-28.02,2.2,NA,0.51,NA,0.09,0.98,NA,2.48,NA,2.95,35.81,NA,8.69,NA,3.68,-27.42,NA,-28.1,NA,-27.87,2.22,NA,0.47,NA,0.16,1.12,NA,2.45,NA,3.52,0.99,NA,-0.88,NA,1.66,2.23864744,NA,4.84687005,NA,3.19438154,0.022386474,NA,0.048468701,NA,0.031943815,NA,25.6,11.05,NA,3.49,NA,2.56,1.105,NA,0.349,6.355,NA,6.336,NA,5.435
"41","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",112.6426,10.900844004021,16.39348,3.52573834840307,0.1639348,0.0352573834840307,0.138668304,0.0268920618777321,8.660305,1.56007988055785,55.4,5.18989402589301,0.08660305,0.0156007988055785,18.7166666666667,7.16553169307376,-18.4966666666667,9.44301564355606,1.55333333333333,0.278468031279076,2.27333333333333,0.18269586141393,26.98,4.12719436582933,-27.6166666666667,0.446815895469762,1.69,0.297377425729212,2.41666666666667,0.216204635575754,8.26333333333333,5.90967944233113,2.56697907,0.48854177169735,0.0256697906666667,0.0048854177126815,36.6666666666667,5.45292989542727,3.66666666666667,0.545292989542727,6.17333333333333,0.199881909581077,359.6979,0,89.138,0,104.1325,0,10.82903,0,0.990422222,0,5.516571574,0,46.45,0,2.562447496123,0,-27.07,0,1.3,0,1.91,0,104.6626,79.0626,110.2626,124.2626,144.9626,10.7708,8.7303,14.0276,20.334,28.1047,0.107708,0.087303,0.140276,0.20334,0.281047,0.096623799,0.077662773,0.122430097,0.170065985,0.226558866,7.916538,5.23818,6.66311,9.1503,14.333397,73.5,60,47.5,45,51,0.07916538,0.0523818,0.0666311,0.091503,0.14333397,30.59,49.8935338345865,19.73,23.8356965944272,5.83,-28.45,NA,-27.42,NA,0.38,2.11,NA,1.29,NA,1.26,2,NA,2.2,NA,2.62,34.66,NA,20.52,NA,25.76,-28.51,NA,-27.15,NA,-27.19,2.28,NA,1.33,NA,1.46,2.1,NA,2.32,NA,2.83,4.07,NA,0.79,NA,19.93,3.29478772,NA,2.76764548,NA,1.63850401,0.032947877,NA,0.027676455,NA,0.01638504,41.3,NA,42.9,NA,25.8,4.13,NA,4.29,NA,2.58,5.845,NA,6.14,NA,6.535
"42","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",91.8826,8.93226734933522,13.59,2.80024248235756,0.1359,0.0280024248235755,0.1147566824,0.0218144286186205,7.9352636,1.65748704755128,60.1,5.34181617055473,0.079352636,0.0165748704755128,29.3466666666667,6.13240663288982,-27.7033333333333,0.348058104983126,1.77666666666667,0.500810454274979,1.49,0.312623309005156,30.4633333333333,5.10166748339316,-28.5233333333333,0.493468449965255,1.83,0.366606055596467,1.63,0.336501609703926,1.11666666666667,1.83254225356773,3.72267032666667,1.25340246716661,0.037226703,0.0125340246062393,30.0666666666667,2.78108691781549,3.00666666666667,0.278108691781549,6.379,0.101975487250613,307.9979,0,61.8375,0,131.2325,0,15.48523,0,0.687083333,0,7.888553235,0,45.94,0,3.624001356159,0,-26.17,0,1.48,0,0.96,0,69.9626,73.9626,92.0626,109.7626,113.6626,6.5422,8.0026,13.9538,20.231,19.2204,0.065422,0.080026,0.139538,0.20231,0.192204,0.059304391,0.071367353,0.11838842,0.165021036,0.159702212,4.939361,4.761547,6.27921,10.72243,12.97377,75.5,59.5,45,53,67.5,0.04939361,0.04761547,0.0627921,0.1072243,0.1297377,38.1,53.2043833701251,17.53,46.0942962962963,32.41,-28.16,NA,-27.02,NA,-27.93,2.76,NA,1.12,NA,1.45,1.11,NA,2.11,NA,1.25,35.56,NA,20.26,NA,35.57,-28.01,NA,-29.51,NA,-28.05,2.55,NA,1.35,NA,1.59,1.24,NA,2.3,NA,1.35,-2.54,NA,2.73,NA,3.16,2.4925782,NA,2.44610114,NA,6.22933164,0.024925782,NA,0.024461011,NA,0.062293316,NA,29.6,35.1,NA,25.5,NA,2.96,3.51,NA,2.55,6.192,NA,6.402,NA,6.543
"43","Baltic Sea","WNT","Wendtorf (WNT)","Not grazed","1",126.9626,35.1110096693331,78.00988,32.8356732450912,0.7800988,0.328356732450912,0.2365297054,0.0793416611848128,1.8256752,0.444302381071034,22,13.1719398723195,0.018256752,0.00444302381071034,9.98666666666667,9.69774085948773,-23.63,1.86124510297095,0.746666666666667,0.721718627844521,-3.96333333333333,7.92008487608842,9.33333333333333,9.04407049458987,-24.0666666666667,1.41129176446419,0.643333333333333,0.663433828233415,4.64,1.39150997121832,-0.653333333333333,0.653970777464695,0.635547306666667,0.415562240342736,0.006355473,0.00415562225536012,2.0775,0.5325,0.20775,0.05325,6.742,0.19329511116425,130.999,0,30.686,0,166.0325,0,15.22603,0,0.340955556,0,7.756510443,0,44.99,0,3.4896540483057,0,-26.11,0,1.83,0,3.11,0,41.3626,51.1626,138.9626,213.4626,189.8626,4.9103,5.9459,74.7797,153.95,150.4635,0.049103,0.059459,0.747797,1.5395,1.504635,0.04327381,0.052548928,0.345386313,0.429207026,0.31223245,3.0689375,2.6459255,1.1216955,1.5395,0.7523175,62.5,44.5,1.5,1,0.5,0.030689375,0.026459255,0.011216955,0.015395,0.007523175,29.38,36.93856,0.54,0.44,0.04,-26.94,NA,-23.45,NA,-20.5,2.19,NA,0.04,NA,0.01,2.6,NA,5.24,NA,-19.73,27.42,NA,0.49,NA,0.09,-26.87,NA,-22.95,NA,-22.38,1.97,NA,0,NA,-0.04,2.77,NA,7.36,NA,3.79,-1.96,NA,-0.05,NA,0.05,1.44264614,NA,0.40381038,NA,0.0601854,0.014426461,NA,0.004038104,NA,0.000601854,NA,NA,2.61,NA,1.545,NA,NA,0.261,NA,0.1545,NA,6.429,6.702,NA,7.095
