"","coast","site","site_full","treatment","transect.point","weight_fresh_c_mean","weight_fresh_c_se","weight_dry_c_mean","weight_dry_c_se","dry_bulk_density_g_cm3_mean","dry_bulk_density_g_cm3_se","vwc_mean","vwc_se","om_mean","om_se","om_prozent_mean","om_prozent_se","om.density_mean","om.density_se","c_oc_mean","c_oc_se","c_13c_oc_mean","c_13c_oc_se","n_oc_mean","n_oc_se","n_15n_oc_mean","n_15n_oc_se","c_total_mean","c_total_se","c_13c_total_mean","c_13c_total_se","n_total_mean","n_total_se","n_15n_total_mean","n_15n_total_se","c_ic_mean","c_ic_se","oc_carbon_density_mean","oc_carbon_density_se","oc_carbon_density_neu_mean","oc_carbon_density_neu_se","conductivity_mS.cm_mean","conductivity_mS.cm_se","conductivity_S.m_mean","conductivity_S.m_se","pH_mean","pH_se","weight_fresh_abm_mean","weight_fresh_abm_se","weight_dry_abm_mean","weight_dry_abm_se","weight_fresh_bbm_mean","weight_fresh_bbm_se","weight_dry_bbm_mean","weight_dry_bbm_se","abm_kg_m2_mean","abm_kg_m2_se","bbm_kg_m2_mean","bbm_kg_m2_se","bbm_oc_mean","bbm_oc_se","bbm_oc_storage_mean","bbm_oc_storage_se","bbm_13c_mean","bbm_13c_se","bbm_n_mean","bbm_n_se","bbm_15n_mean","bbm_15n_se","weight_fresh_c_1","weight_fresh_c_2","weight_fresh_c_3","weight_fresh_c_4","weight_fresh_c_5","weight_dry_c_1","weight_dry_c_2","weight_dry_c_3","weight_dry_c_4","weight_dry_c_5","dry_bulk_density_g_cm3_1","dry_bulk_density_g_cm3_2","dry_bulk_density_g_cm3_3","dry_bulk_density_g_cm3_4","dry_bulk_density_g_cm3_5","vwc_1","vwc_2","vwc_3","vwc_4","vwc_5","om_1","om_2","om_3","om_4","om_5","om_prozent_1","om_prozent_2","om_prozent_3","om_prozent_4","om_prozent_5","om.density_1","om.density_2","om.density_3","om.density_4","om.density_5","c_oc_1","c_oc_2","c_oc_3","c_oc_4","c_oc_5","c_13c_oc_1","c_13c_oc_2","c_13c_oc_3","c_13c_oc_4","c_13c_oc_5","n_oc_1","n_oc_2","n_oc_3","n_oc_4","n_oc_5","n_15n_oc_1","n_15n_oc_2","n_15n_oc_3","n_15n_oc_4","n_15n_oc_5","c_total_1","c_total_2","c_total_3","c_total_4","c_total_5","c_13c_total_1","c_13c_total_2","c_13c_total_3","c_13c_total_4","c_13c_total_5","n_total_1","n_total_2","n_total_3","n_total_4","n_total_5","n_15n_total_1","n_15n_total_2","n_15n_total_3","n_15n_total_4","n_15n_total_5","c_ic_1","c_ic_2","c_ic_3","c_ic_4","c_ic_5","oc_carbon_density_1","oc_carbon_density_2","oc_carbon_density_3","oc_carbon_density_4","oc_carbon_density_5","oc_carbon_density_neu_1","oc_carbon_density_neu_2","oc_carbon_density_neu_3","oc_carbon_density_neu_4","oc_carbon_density_neu_5","conductivity_mS.cm_1","conductivity_mS.cm_2","conductivity_mS.cm_3","conductivity_mS.cm_4","conductivity_mS.cm_5","conductivity_S.m_1","conductivity_S.m_2","conductivity_S.m_3","conductivity_S.m_4","conductivity_S.m_5","pH_1","pH_2","pH_3","pH_4","pH_5"
"16","North Sea","MET","Mettgrund (MET)","Not grazed","0.1",176.6026,29.8622269765669,113.6264,24.2522843289452,1.136264,0.242522843289452,0.3959276332,0.0585847104784672,5.6311023,0.764145244847349,5.6,0.871779788708135,0.056311023,0.00764145244847349,0.86,0.401497197997695,-22.65,0.425088226136645,0.0866666666666667,0.0417665469538056,7.79,0.334065861769801,1.96666666666667,0.552941628424235,-12.3666666666667,1.54441286938147,0.09,0.0472581562625261,10.6733333333333,1.79241302283945,1.10666666666667,0.151694136706437,0.6790811,0.0834586815690423,0.006790811,0.000834586763663511,6.04666666666667,0.107134391199921,0.604666666666667,0.0107134391199921,7.74866666666667,0.0426471309442706,497.9979,0,86.8971,0,33.83253,0,5.830433,0,0.965523333,0,2.970164544,0,26.52,0,0.7876876370688,0,-15.95,0,0.82,0,10.3,0,87.4626,130.2626,189.9626,244.9626,230.3626,41.4733,72.3273,132.5167,164.3686,157.4461,0.414733,0.723273,1.325167,1.643686,1.574461,0.218073558,0.321681267,0.40073894,0.540781448,0.498362953,3.732597,3.9780015,5.9632515,7.396587,7.0850745,9,5.5,4.5,4.5,4.5,0.03732597,0.039780015,0.059632515,0.07396587,0.070850745,1.66,1.50333333333333,0.4,0.92,0.52,-21.94,NA,-22.6,NA,-23.41,0.17,NA,0.04,NA,0.05,8.45,NA,7.37,NA,7.55,3.07,NA,1.35,NA,1.48,-15.37,NA,-10.24,NA,-11.49,0.18,NA,0.02,NA,0.07,10.14,NA,14.01,NA,7.87,1.41,NA,0.95,NA,0.96,0.68845678,NA,0.5300668,NA,0.81871972,0.006884568,NA,0.005300668,NA,0.008187197,5.87,NA,6.24,NA,6.03,0.587,NA,0.624,NA,0.603,7.813,NA,7.668,NA,7.765
"17","North Sea","MET","Mettgrund (MET)","Not grazed","0.2",182.3226,3.51704421354068,97.44734,2.39426314230495,0.9744734,0.0239426314230495,0.4532141608,0.00880880111422972,9.6683958,0.843404541333704,10,1,0.096683958,0.00843404541333703,1.8,0.219620885467055,-23.3,0.44286943147313,0.176666666666667,0.0202758751009941,9.17333333333333,0.190991564677023,3.14666666666667,0.272784000834197,-16.9666666666667,0.781927817072082,0.193333333333333,0.0233333333333333,10.2166666666667,0.192296068024746,1.34666666666667,0.0762306441735285,1.70300033666667,0.210451934709735,0.0170300033333333,0.00210451926622213,7.45,1.52952062206867,0.745,0.152952062206867,7.82966666666667,0.0153441990486451,677.8979,0,92.1,0,18.13253,0,2.139633,0,1.023333333,0,1.089981151,0,40.58,0,0.4423143510758,0,-22.1,0,2.14,0,10,0,173.1626,180.6626,180.4626,194.8626,182.4626,95.8843,96.9223,92.0351,106.4182,95.9768,0.958843,0.969223,0.920351,1.064182,0.959768,0.42790855,0.449251947,0.450976203,0.483011817,0.454922287,10.0678515,12.1152875,10.123861,6.917183,9.117796,10.5,12.5,11,6.5,9.5,0.100678515,0.121152875,0.10123861,0.06917183,0.09117796,2.17,4.65151515151515,1.82,2.04019138755981,1.41,-24.12,NA,-23.18,NA,-22.6,0.21,NA,0.18,NA,0.14,9.43,NA,8.8,NA,9.29,3.66,NA,3.05,NA,2.73,-18.17,NA,-17.23,NA,-15.5,0.23,NA,0.2,NA,0.15,10.11,NA,9.95,NA,10.59,1.49,NA,1.23,NA,1.32,2.08068931,NA,1.67503882,NA,1.35327288,0.020806893,NA,0.016750388,NA,0.013532729,5.08,NA,6.96,NA,10.31,0.508,NA,0.696,NA,1.031,7.846,NA,7.799,NA,7.844
"18","North Sea","MET","Mettgrund (MET)","Not grazed","1",173.5626,10.3262287404454,93.66826,7.39299405630763,0.9366826,0.0739299405630763,0.430271755,0.024439187947303,10.2379535,0.343300730847241,11.2,0.902773504263389,0.102379535,0.00343300730847241,2.28,0.40153870714208,-24.02,0.382143079661705,0.22,0.0435889894354067,9.29666666666667,0.188532343231724,3.54666666666667,0.691528098569473,-20.1333333333333,0.562178303071583,0.263333333333333,0.0581186525805423,10,0.419682419614324,1.26666666666667,0.291680952031115,1.98150706333333,0.0584407751549556,0.0198150706666667,0.000584407839447,6.17,0.864812118323975,0.617,0.0864812118323974,7.73433333333333,0.0404488703317052,724.7969,0,181.4302,0,32.93253,0,6.647533,0,2.015891111,0,3.386415181,0,29.76,0,1.0077971578656,0,-25.75,0,1.15,0,9.37,0,136.4626,168.9626,177.5626,190.3626,194.4626,68.2314,89.5242,94.5121,105.2711,110.8025,0.682314,0.895242,0.945121,1.052711,1.108025,0.3411565,0.420901383,0.442056895,0.470558597,0.4766854,9.552396,10.295283,11.341452,9.474399,10.5262375,14,11.5,12,9,9.5,0.09552396,0.10295283,0.11341452,0.09474399,0.105262375,3.07,4.44803571428571,2.01,3.17486842105263,1.76,-24.33,NA,-23.26,NA,-24.47,0.3,NA,0.21,NA,0.15,9.47,NA,9.5,NA,8.92,4.89,NA,3.16,NA,2.59,-21.22,NA,-19.84,NA,-19.34,0.37,NA,0.25,NA,0.17,9.2,NA,10.18,NA,10.62,1.82,NA,1.15,NA,0.83,2.09470398,NA,1.89969321,NA,1.950124,0.02094704,NA,0.018996932,NA,0.01950124,4.46,NA,6.8,NA,7.25,0.446,NA,0.68,NA,0.725,7.806,NA,7.666,NA,7.731
"19","North Sea","MET","Mettgrund (MET)","Not grazed","2",154.7026,19.9479723280337,70.2146,11.5440775333068,0.702146,0.115440775333069,0.3806217164,0.0520380911953594,8.6290479,0.813113984989288,13.2,1.40178457688762,0.086290479,0.00813113984989288,2.88666666666667,0.602835890695893,-22.9066666666667,0.510957706447195,0.273333333333333,0.0536449231314369,9.48666666666667,0.251152897211594,3.95,0.735277725307474,-20.56,0.361985266735172,0.313333333333333,0.0683942817622773,9.85333333333333,0.159408629349578,1.06333333333333,0.134453626867325,1.73413356333333,0.219057404623237,0.0173413356666667,0.00219057424458682,9.11,1.1254480589229,0.911,0.11254480589229,7.60833333333333,0.0295766424358442,662.6979,0,129.3292,0,22.33253,0,3.250433,0,1.436991111,0,1.65584972,0,38.7,0,0.64081384164,0,-21.48,0,1.4,0,10.23,0,83.9626,136.7626,185.3626,185.8626,181.5626,31.7606,56.1138,81.1679,92.1232,89.9075,0.317606,0.561138,0.811679,0.921232,0.899075,0.197464924,0.330902647,0.456255199,0.464621365,0.453864447,5.716908,8.136501,9.740148,9.21232,10.3393625,18,14.5,12,10,11.5,0.05716908,0.08136501,0.09740148,0.0921232,0.103393625,4.09,6.13430555555555,2.35,3.88876811594203,2.22,-22.02,NA,-22.91,NA,-23.79,0.38,NA,0.23,NA,0.21,9.92,NA,9.49,NA,9.05,5.42,NA,3.25,NA,3.18,-20.05,NA,-20.37,NA,-21.26,0.45,NA,0.25,NA,0.24,10.09,NA,9.92,NA,9.55,1.33,NA,0.9,NA,0.96,1.29900854,NA,1.90744565,NA,1.9959465,0.012990085,NA,0.019074457,NA,0.019959465,8.26,NA,11.34,NA,7.73,0.826,NA,1.134,NA,0.773,7.629,NA,7.55,NA,7.646
"20","North Sea","MET","Mettgrund (MET)","Not grazed","3",191.1626,17.7332174181675,106.33834,12.5788704991187,1.0633834,0.125788704991187,0.4686635844,0.0420108627094491,11.396878,0.287268813799201,11.4,1.5116216457831,0.11396878,0.00287268813799201,2.35666666666667,0.661622584593697,-24.64,0.312409987036267,0.23,0.0702376916856849,9.37666666666667,0.297340059714649,3.49666666666667,0.838656332739725,-20.8266666666667,0.907768937805455,0.266666666666667,0.0821245666316995,9.48333333333333,0.245786718744344,1.14,0.181475434517549,2.15574836,0.129450338523604,0.0215574833333333,0.00129450329478573,5.79,1.50442680114388,0.579,0.150442680114388,7.735,0.024110855093367,469.5979,0,103.713,0,17.73253,0,2.862733,0,1.152366667,0,1.458345899,0,40.44,0,0.5897550815556,0,-26.35,0,1.31,0,8.52,0,133.4626,185.5626,232.1626,224.6626,179.9626,65.6212,93.8639,133.2584,131.3332,107.615,0.656212,0.938639,1.332584,1.313332,1.07615,0.333564165,0.463843339,0.567697616,0.545584746,0.432628056,11.155604,11.263668,11.326964,12.476654,10.7615,17,12,8.5,9.5,10,0.11155604,0.11263668,0.11326964,0.12476654,0.107615,3.67,4.79294117647059,1.56,3.49152941176471,1.84,-25.16,NA,-24.68,NA,-24.08,0.37,NA,0.15,NA,0.17,8.93,NA,9.94,NA,9.26,5.17,NA,2.56,NA,2.76,-22.5,NA,-20.6,NA,-19.38,0.43,NA,0.2,NA,0.17,9.3,NA,9.18,NA,9.97,1.5,NA,1,NA,0.92,2.40829804,NA,2.07883104,NA,1.980116,0.02408298,NA,0.02078831,NA,0.01980116,2.81,NA,6.92,NA,7.64,0.281,NA,0.692,NA,0.764,7.783,NA,7.715,NA,7.707
"21","North Sea","MET","Mettgrund (MET)","Not grazed","4",171.4826,12.5749115305039,94.04868,8.9805999493575,0.9404868,0.089805999493575,0.423433945,0.0297026029310715,11.4172392,0.379190969151185,12.7,1.6015617378047,0.114172392,0.00379190969151185,2.42,0.597689997685534,-23.99,0.117189305541647,0.243333333333333,0.0589726867098471,9.57333333333333,0.153767501262278,3.58333333333333,0.854328846392171,-20.63,0.539104195247388,0.293333333333333,0.0808977406634107,9.66666666666667,0.478098083846587,1.16333333333333,0.271804668425283,1.94087487,0.159377996620206,0.0194087486666667,0.00159377986280178,5.95666666666667,0.80125595854952,0.595666666666667,0.0801255958549521,7.73366666666667,0.0453884468902727,897.1969,0,142.2796,0,16.63253,0,2.652733,0,1.580884444,0,1.351366786,0,43.08,0,0.5821688114088,0,-24.61,0,1.92,0,9.33,0,128.4626,181.6626,193.4626,195.1626,158.6626,63.0909,98.9971,110.7165,111.1433,86.2956,0.630909,0.989971,1.107165,1.111433,0.862956,0.321055263,0.450485943,0.473546752,0.478482161,0.393599606,11.987271,11.879652,11.6252325,11.6700465,9.923994,19,12,10.5,10.5,11.5,0.11987271,0.11879652,0.116252325,0.116700465,0.09923994,3.58,4.07819548872181,1.59,3.49826086956522,2.09,-24.17,NA,-23.77,NA,-24.03,0.36,NA,0.17,NA,0.2,9.44,NA,9.88,NA,9.4,5.28,NA,2.56,NA,2.91,-21.05,NA,-19.56,NA,-21.28,0.45,NA,0.18,NA,0.25,9.8,NA,10.42,NA,8.78,1.7,NA,0.97,NA,0.82,2.25865422,NA,1.76039235,NA,1.80357804,0.022586542,NA,0.017603924,NA,0.01803578,4.87,NA,5.48,NA,7.52,0.487,NA,0.548,NA,0.752,7.806,NA,7.745,NA,7.65
"22","North Sea","MET","Mettgrund (MET)","Not grazed","5",182.4026,11.7263634601696,77.80896,7.41652111246236,0.7780896,0.0741652111246236,0.4430559188,0.0308379362655347,10.7762056,0.423069708613882,14.2,0.930053761886914,0.107762056,0.00423069708613882,3.03666666666667,0.375514461920058,-24.5866666666667,0.24740879352018,0.286666666666667,0.0371184290855335,9.60333333333333,0.0768837506311388,4.44666666666667,0.468413397663977,-20.9433333333333,0.171302202100395,0.34,0.0472581562625261,9.84,0.0929157324317758,1.41,0.106926766215636,2.23611026333333,0.115764060997168,0.0223611026666667,0.00115764075121794,11.3633333333333,1.32264045672956,1.13633333333333,0.132264045672956,7.65866666666667,0.0265225271127103,551.9979,0,117.5992,0,35.23253,0,5.124133,0,1.306657778,0,2.610358125,0,35.34,0,0.922500561375,0,-22.72,0,1.55,0,9.57,0,137.0626,182.2626,199.2626,197.2626,196.1626,53.8229,70.7359,79.3835,88.2161,96.8864,0.538229,0.707359,0.793835,0.882161,0.968864,0.326872688,0.432833807,0.477581971,0.487657414,0.490333714,9.149893,10.9640645,11.11369,11.0270125,11.626368,17,15.5,14,12.5,12,0.09149893,0.109640645,0.1111369,0.110270125,0.11626368,3.76,6.58359243697479,2.85,5.14880952380952,2.5,-24.13,NA,-24.98,NA,-24.65,0.36,NA,0.26,NA,0.24,9.69,NA,9.67,NA,9.45,5.31,NA,4.33,NA,3.7,-21.22,NA,-20.98,NA,-20.63,0.43,NA,0.32,NA,0.27,10.01,NA,9.69,NA,9.82,1.55,NA,1.48,NA,1.2,2.02374104,NA,2.26242975,NA,2.42216,0.02023741,NA,0.022624298,NA,0.0242216,9.67,NA,13.97,NA,10.45,0.967,NA,1.397,NA,1.045,7.64,NA,7.625,NA,7.711
"23","North Sea","NES","Nessmersiel (NES)","Grazed","1",229.7026,17.4401720175003,162.85878,15.7266395053552,1.6285878,0.157266395053552,0.4716462538,0.0232434016946461,5.4827764,0.425361392498996,3.5,0.418330013267038,0.054827764,0.00425361392498996,0.53,0.152752523165195,-22.52,0.38940124978399,0.0533333333333333,0.0120185042515466,8.54333333333333,0.371004642079374,1.34,0.393742724800514,-13.89,0.947435134103298,0.0633333333333333,0.0176383420737639,8.89,1.86976825658511,0.81,0.249064917909635,0.756139946666667,0.175528221741863,0.00756139933333333,0.00175528222589667,3.61666666666667,0.664086674396582,0.361666666666667,0.0664086674396581,7.86766666666667,0.0241821789294882,245.4104,0,50.8604,0,39.13253,0,5.968233,0,0.565115556,0,3.04036322,0,33.7,0,1.02460240514,0,-17.77,0,1.57,0,10.08,0,172.9626,231.3626,273.4626,256.3626,214.3626,114.8109,159.2326,204.2888,188.6675,147.2941,1.148109,1.592326,2.042888,1.886675,1.472941,0.386005357,0.496426278,0.516759242,0.49819534,0.460845052,4.592436,6.369304,5.10722,4.7166875,6.6282345,4,4,2.5,2.5,4.5,0.04592436,0.06369304,0.0510722,0.047166875,0.066282345,0.63,0.998,0.23,0.635555555555556,0.73,-21.92,NA,-22.39,NA,-23.25,0.06,NA,0.03,NA,0.07,9.27,NA,8.31,NA,8.05,1.4,NA,0.63,NA,1.99,-15.17,NA,-12.04,NA,-14.46,0.07,NA,0.03,NA,0.09,11.88,NA,5.45,NA,9.34,0.77,NA,0.4,NA,1.26,0.72330867,NA,0.46986424,NA,1.07524693,0.007233087,NA,0.004698642,NA,0.010752469,3.59,NA,2.48,NA,4.78,0.359,NA,0.248,NA,0.478,7.902,NA,7.88,NA,7.821
"24","North Sea","NES","Nessmersiel (NES)","Grazed","2",201.6026,19.3872793346565,120.31742,12.7453633487006,1.2031742,0.127453633487006,0.48381607,0.0449915137315313,15.3795115,0.993240997889309,13.2,1.10227038425243,0.153795115,0.00993240997889309,2.57333333333333,0.745929695823347,-25.02,0.750488729651107,0.24,0.0665832811847939,8.09,0.227156333832011,4.34666666666667,0.759875720832763,-17.9033333333333,1.82126634820696,0.273333333333333,0.0788106027835793,8.85666666666667,0.0176383420737641,1.77333333333333,0.082529456020933,2.75663609666667,0.310811669307702,0.0275663613333333,0.00310811667919301,4.88666666666667,0.134824989441045,0.488666666666667,0.0134824989441045,7.86033333333333,0.0579549633575743,356.8104,0,25.5814,0,31.43253,0,6.370533,0,0.284237778,0,3.245304636,0,21.26,0,0.6899517656136,0,-27.07,0,0.96,0,7.64,0,135.9626,178.6626,225.7626,237.2626,230.3626,76.4422,107.256,135.8825,135.7508,146.2556,0.764422,1.07256,1.358825,1.357508,1.462556,0.334641315,0.428673169,0.540972362,0.580804057,0.533989447,12.230752,16.0884,15.6264875,18.326358,14.62556,16,15,11.5,13.5,10,0.12230752,0.160884,0.156264875,0.18326358,0.1462556,3.99,6.70149456521739,2.27,4.63578260869565,1.46,-26.45,NA,-24.7,NA,-23.91,0.36,NA,0.23,NA,0.13,8.15,NA,8.45,NA,7.67,5.73,NA,4.2,NA,3.11,-21.44,NA,-16.89,NA,-15.38,0.42,NA,0.25,NA,0.15,8.89,NA,8.85,NA,8.83,1.74,NA,1.93,NA,1.65,3.05004378,NA,3.08453275,NA,2.13533176,0.030500438,NA,0.030845328,NA,0.021353318,4.84,NA,4.68,NA,5.14,0.484,NA,0.468,NA,0.514,7.745,NA,7.928,NA,7.908
"25","North Sea","NES","Nessmersiel (NES)","Grazed","3",191.5426,14.828061235374,119.44956,11.6858614663019,1.1944956,0.116858614663019,0.4480097684,0.0295835125411062,14.9750061,0.80376240150853,13,1.2747548783982,0.149750061,0.00803762401508531,3.02,1.16663333285713,-25.35,0.465725240887801,0.253333333333333,0.082529456020933,8.19333333333333,0.17486502731472,4.13666666666667,0.870063854617068,-18.16,1.33665004145937,0.273333333333333,0.082529456020933,8.77333333333333,0.251815629203413,1.11666666666667,0.331930380920123,3.06692377666667,0.585709710888298,0.0306692376666667,0.00585709720731907,4.09,0.473532821812104,0.409,0.0473532821812103,7.863,0.0315330514434194,313.4104,0,97.9725,0,17.53253,0,3.352433,0,1.088583333,0,1.707811004,0,29.64,0,0.5061951815856,0,-26.49,0,1.06,0,7.95,0,137.5626,183.3626,203.2626,214.8626,218.6626,78.2035,109.5181,130.4969,138.0905,140.9388,0.782035,1.095181,1.304969,1.380905,1.409388,0.337452867,0.441055555,0.467164066,0.493408237,0.500968117,12.9035775,16.427715,16.964597,15.189955,13.389186,16.5,15,13,11,9.5,0.129035775,0.16427715,0.16964597,0.15189955,0.13389186,5.32,7.38636363636364,2.21,3.64157894736842,1.53,-26.28,NA,-24.93,NA,-24.84,0.41,NA,0.22,NA,0.13,8.06,NA,8.54,NA,7.98,5.79,NA,3.78,NA,2.84,-20.81,NA,-16.53,NA,-17.14,0.43,NA,0.24,NA,0.15,9.19,NA,8.32,NA,8.81,0.47,NA,1.57,NA,1.31,4.1604262,NA,2.88398149,NA,2.15636364,0.041604262,NA,0.028839815,NA,0.021563636,3.72,NA,3.52,NA,5.03,0.372,NA,0.352,NA,0.503,7.801,NA,7.904,NA,7.884
"26","North Sea","NES","Nessmersiel (NES)","Grazed","4",202.9026,12.66848846548,135.37878,12.4603452781374,1.3537878,0.124603452781374,0.4461067488,0.0188302960871866,12.936139,1.12929883588878,10.2,1.94679223339318,0.12936139,0.0112929883588878,2.43,1.03161685394013,-25.06,0.763740793725201,0.226666666666667,0.091712109947984,8.04666666666667,0.497236809221164,3.78,1.32525469250254,-18.0666666666667,2.37854530706854,0.246666666666667,0.122519839663261,8.74666666666667,0.658187747615459,1.35,0.304357246231026,2.74734536333333,0.710695060592629,0.0274734536666667,0.00710695063773621,2.75,0.229419557434264,0.275,0.0229419557434264,7.882,0.0595007002759912,219.1104,0,90.3566,0,11.03253,0,1.929133,0,1.003962222,0,0.982747326,0,33.61,0,0.3303013762686,0,-26.52,0,0.9,0,7.37,0,161.6626,206.2626,234.9626,220.8626,190.7626,91.3981,136.3955,162.4675,155.7675,130.8653,0.913981,1.363955,1.624675,1.557675,1.308653,0.397249691,0.462010953,0.501275423,0.459095428,0.410902249,15.9946675,15.003505,12.1850625,11.6825625,9.8148975,17.5,11,7.5,7.5,7.5,0.159946675,0.15003505,0.121850625,0.116825625,0.098148975,4.49,5.02228571428571,1.5,2.8,1.3,-26.49,NA,-24.81,NA,-23.88,0.41,NA,0.14,NA,0.13,8.1,NA,8.88,NA,7.16,6.41,NA,2.75,NA,2.18,-22.46,NA,-17.45,NA,-14.29,0.49,NA,0.15,NA,0.1,8.74,NA,9.89,NA,7.61,1.92,NA,1.25,NA,0.88,4.10377469,NA,2.4370125,NA,1.7012489,0.041037747,NA,0.024370125,NA,0.017012489,2.38,NA,2.7,NA,3.17,0.238,NA,0.27,NA,0.317,7.766,NA,7.917,NA,7.963
"27","North Sea","NES","Nessmersiel (NES)","Grazed","5",204.9226,11.3442760897291,127.37776,10.6335682046339,1.2737776,0.106335682046339,0.4738000392,0.0268016446270171,15.4012136,0.545149423925436,12.4,1.0295630140987,0.154012136,0.00545149423925436,2.20333333333333,0.208513255640445,-24.4066666666667,0.248350111290045,0.223333333333333,0.0185592145427667,8.44,0.147309198626563,4.04333333333333,0.183696609779398,-16.4466666666667,0.262064453480013,0.243333333333333,0.0185592145427667,9.02666666666667,0.133832399332565,1.84,0.04,2.63935027333333,0.185584437910602,0.0263935026666667,0.00185584439565681,5.84333333333333,0.342263705999401,0.584333333333333,0.0342263705999401,7.89933333333333,0.0254055986830547,136.7104,0,17.0357,0,19.83253,0,3.898333,0,0.189285556,0,1.985905756,0,27.1,0,0.538180459876,0,-26.94,0,1.07,0,8.55,0,166.5626,221.5626,231.5626,209.6626,195.2626,110.4499,152.6313,152.8786,118.0392,102.8898,1.104499,1.526313,1.528786,1.180392,1.028898,0.37209086,0.474857847,0.519475069,0.515836055,0.486740365,13.8062375,14.4999735,16.816646,15.935292,15.947919,12.5,9.5,11,13.5,15.5,0.138062375,0.144999735,0.16816646,0.15935292,0.15947919,2.08,3.23898181818182,1.92,4.62958944281525,2.61,-24.65,NA,-24.66,NA,-23.91,0.21,NA,0.2,NA,0.26,8.34,NA,8.25,NA,8.73,3.88,NA,3.84,NA,4.41,-16.55,NA,-15.95,NA,-16.84,0.23,NA,0.22,NA,0.28,8.76,NA,9.18,NA,9.14,1.8,NA,1.92,NA,1.8,2.29735792,NA,2.93526912,NA,2.68542378,0.022973579,NA,0.029352691,NA,0.026854238,5.22,NA,5.91,NA,6.4,0.522,NA,0.591,NA,0.64,7.9,NA,7.943,NA,7.855
"28","North Sea","NES","Nessmersiel (NES)","Not grazed","1",208.0826,11.2419037533685,134.92224,6.69868160794346,1.3492224,0.0669868160794346,0.4734610784,0.0288095084783402,5.956629,0.854606515725,4.4,0.6,0.05956629,0.00854606515725,0.933333333333333,0.293844252018726,-22.6566666666667,0.482539578111935,0.0366666666666667,0.0202758751009941,9.61,1.40524019299193,1.86333333333333,0.116809436452902,-15.42,0.598080262172228,0.0866666666666667,0.0120185042515466,10.4666666666667,0.497203289521612,0.93,0.243789526709687,1.21914725,0.415182607473417,0.0121914723333333,0.00415182596959524,4.97666666666667,1.12410458192782,0.497666666666667,0.112410458192782,7.84933333333333,0.0384115144773601,111.7104,0,21.3235,0,27.73253,0,5.187533,0,0.236927778,0,2.642655629,0,21.3,0,0.562885648977,0,-25.84,0,0.62,0,8.21,0,169.4626,204.2626,220.1626,237.6626,208.8626,114.0672,131.4356,134.7502,155.8355,138.5227,1.140672,1.314356,1.347502,1.558355,1.385227,0.372872727,0.468615422,0.522765355,0.536540753,0.466511135,3.422016,5.914602,8.758763,5.4542425,6.2335215,3,4.5,6.5,3.5,4.5,0.03422016,0.05914602,0.08758763,0.054542425,0.062335215,0.67,2.05730769230769,1.52,1.29290598290598,0.61,-23.57,NA,-21.93,NA,-22.47,0.07,NA,0,NA,0.04,8.16,NA,8.25,NA,12.42,1.97,NA,1.99,NA,1.63,-14.27,NA,-15.71,NA,-16.28,0.08,NA,0.11,NA,0.07,11.46,NA,9.93,NA,10.01,1.3,NA,0.47,NA,1.02,0.76425024,NA,2.04820304,NA,0.84498847,0.007642502,NA,0.02048203,NA,0.008449885,2.76,NA,5.76,NA,6.41,0.276,NA,0.576,NA,0.641,7.917,NA,7.847,NA,7.784
"29","North Sea","NES","Nessmersiel (NES)","Not grazed","2",176.6626,11.1103105267135,95.41212,11.0409442353179,0.9541212,0.110409442353179,0.4320776378,0.0263012164833024,12.5182649,0.680175170342287,13.7,1.29034879005639,0.125182649,0.00680175170342288,3.15333333333333,0.927529574251469,-24.6933333333333,0.650188006998317,0.29,0.0873689494805411,8.65333333333333,0.363974968614296,4.75,0.900721932674008,-20.2266666666667,2.08254918576035,0.366666666666667,0.0973538791100682,9.08333333333333,0.429508763330596,1.59666666666667,0.032829526005987,2.58774121333333,0.174404275949361,0.025877412,0.00174404293053038,6.88333333333333,1.01005500400281,0.688333333333333,0.101005500400281,7.725,0.108041658632215,295.9104,0,47.5638,0,4.832533,0,0.934433,0,0.528486667,0,0.476022924,0,25.84,0,0.1230043235616,0,-26.5,0,0.7,0,8.64,0,143.2626,169.9626,170.2626,190.2626,209.5626,58.9406,88.7283,94.7562,110.1393,124.4962,0.589406,0.887283,0.947562,1.101393,1.244962,0.346914636,0.424080435,0.420215569,0.463818122,0.505359427,10.314605,12.8656035,13.265868,14.318109,11.827139,17.5,14.5,14,13,9.5,0.10314605,0.128656035,0.13265868,0.14318109,0.11827139,4.98,6.73628571428571,2.52,5.02210526315789,1.96,-25.99,NA,-24.13,NA,-23.96,0.46,NA,0.24,NA,0.17,9.27,NA,8.68,NA,8.01,6.53,NA,4.1,NA,3.62,-24.39,NA,-18.04,NA,-18.25,0.56,NA,0.29,NA,0.25,9.94,NA,8.6,NA,8.71,1.55,NA,1.58,NA,1.66,2.93524188,NA,2.38785624,NA,2.44012552,0.029352419,NA,0.023878562,NA,0.024401255,8.38,NA,7.31,NA,4.96,0.838,NA,0.731,NA,0.496,7.512,NA,7.8,NA,7.863
